n_mfcc,round,center_0_x,center_0_y,center_1_x,center_1_y,true_positives,true_negatives,false_positives,false_negatives,accuracy,precision,recall,specificity,f1_score
35,5,-54.105385,10.111916,-106.57262,7.768317,476,497,319,7,0.7490377213240954,0.5987421383647799,0.9855072463768116,0.6090686274509803,0.7449139280125195
35,6,-53.183033,10.272112,-105.30843,7.8566227,478,528,288,4,0.7750385208012327,0.6240208877284595,0.991701244813278,0.6470588235294118,0.7660256410256411
35,7,-54.850227,9.96453,-106.546295,8.036262,474,536,280,9,0.7775211701308699,0.6286472148541115,0.9813664596273292,0.6568627450980392,0.7663702506063057
35,8,-53.25956,10.166823,-106.53393,7.8614926,472,524,292,11,0.766743648960739,0.6178010471204188,0.9772256728778468,0.6421568627450981,0.7570168404170007
35,9,-53.91546,10.092056,-105.4691,8.0428295,468,521,295,15,0.7613548883756736,0.6133682830930537,0.968944099378882,0.6384803921568627,0.7512038523274478
36,0,-64.88698,9.595096,-85.58977,15.965801,479,546,270,4,0.7890685142417244,0.6395193591455274,0.9917184265010351,0.6691176470588235,0.7775974025974026
36,1,-54.963356,10.013964,-107.71152,7.73374,475,528,288,8,0.7721324095458044,0.6225425950196593,0.9834368530020704,0.6470588235294118,0.7624398073836277
36,2,-54.60636,10.131168,-106.5765,7.750379,475,534,282,7,0.7773497688751926,0.6274768824306473,0.9854771784232366,0.6544117647058824,0.7667473769168683
36,3,-54.983665,9.963853,-106.73786,7.741129,475,513,303,7,0.7611710323574731,0.6105398457583547,0.9854771784232366,0.6286764705882353,0.753968253968254
36,4,-53.61538,10.078158,-106.46531,8.005623,474,521,295,8,0.7665639445300462,0.6163849154746424,0.983402489626556,0.6384803921568627,0.7577937649880094
36,5,-53.975464,10.191002,-106.09814,7.9673653,477,551,265,6,0.7913779830638953,0.6428571428571429,0.9875776397515528,0.6752450980392157,0.7787755102040816
36,6,-54.298653,10.149683,-106.570786,7.7892976,475,557,258,8,0.7950693374422187,0.6480218281036835,0.9834368530020704,0.6834355828220859,0.78125
36,7,-53.796185,10.072882,-106.17343,8.129014,477,522,293,6,0.7696456086286595,0.6194805194805195,0.9875776397515528,0.6404907975460122,0.7613727055067837
36,8,-54.343155,10.035405,-106.829285,7.807564,472,527,289,11,0.76905311778291,0.6202365308804205,0.9772256728778468,0.6458333333333334,0.7588424437299036
36,9,-53.418114,10.020514,-106.34856,8.012575,478,527,289,5,0.7736720554272517,0.6232073011734028,0.989648033126294,0.6458333333333334,0.7647999999999999
37,0,-53.94441,10.048636,-107.28198,7.9412117,472,532,284,10,0.773497688751926,0.6243386243386243,0.979253112033195,0.6519607843137255,0.7625201938610663
37,1,-54.68563,10.163223,-106.824905,7.9063473,478,536,280,5,0.7806004618937644,0.6306068601583114,0.989648033126294,0.6568627450980392,0.7703464947622884
37,2,-54.355255,10.123867,-107.40182,7.758939,470,523,292,13,0.7650231124807396,0.6167979002624672,0.9730848861283644,0.6417177914110429,0.7550200803212851
37,3,-54.811092,10.085598,-106.89257,7.824925,475,528,288,8,0.7721324095458044,0.6225425950196593,0.9834368530020704,0.6470588235294118,0.7624398073836277
37,4,-53.80899,10.034802,-106.577545,7.827143,473,531,284,9,0.7740940632228219,0.6248348745046235,0.9813278008298755,0.6515337423312884,0.7635189669087974
37,5,-64.267426,9.143154,-75.7072,18.306126,469,593,222,14,0.8181818181818182,0.678726483357453,0.9710144927536232,0.7276073619631902,0.7989778534923339
37,6,-54.215218,10.113679,-106.33818,7.83989,476,515,301,7,0.7628945342571208,0.6126126126126126,0.9855072463768116,0.6311274509803921,0.7555555555555556
37,7,-54.177933,10.1232195,-106.888535,7.773031,472,539,277,10,0.7788906009244992,0.630173564753004,0.979253112033195,0.6605392156862745,0.7668562144597888
37,8,-54.656666,10.059786,-107.93039,7.705723,476,525,291,7,0.7705927636643572,0.6205997392438071,0.9855072463768116,0.6433823529411765,0.7616
37,9,-53.884354,10.096994,-105.77644,7.861811,476,519,297,7,0.7659738260200154,0.6157826649417852,0.9855072463768116,0.6360294117647058,0.7579617834394904
38,0,-63.96438,9.246561,-74.880264,19.291836,467,604,212,16,0.8244803695150116,0.6877761413843888,0.9668737060041408,0.7401960784313726,0.8037865748709122
38,1,-54.041466,10.072429,-105.91421,7.923374,477,515,300,6,0.7642526964560863,0.6138996138996139,0.9875776397515528,0.6319018404907976,0.7571428571428571
38,2,-54.18131,10.145313,-105.991455,8.080917,474,538,278,9,0.7790608160123171,0.6303191489361702,0.9813664596273292,0.6593137254901961,0.7676113360323886
38,3,-53.343956,10.280857,-105.46265,7.573884,473,530,286,10,0.7721324095458044,0.6231884057971014,0.979296066252588,0.6495098039215687,0.7616747181964573
38,4,-64.39841,9.145832,-74.6755,18.621513,467,572,244,16,0.7998460354118553,0.6568213783403657,0.9668737060041408,0.7009803921568627,0.7822445561139028
38,5,-54.15528,10.265225,-105.64218,7.849749,479,531,285,4,0.7775211701308699,0.6269633507853403,0.9917184265010351,0.6507352941176471,0.7682437850842021
38,6,-52.9195,10.114606,-105.0791,7.907779,476,534,282,7,0.7775211701308699,0.6279683377308707,0.9855072463768116,0.6544117647058824,0.7671232876712328
38,7,-53.937286,10.128676,-106.43357,7.861769,474,515,301,9,0.7613548883756736,0.6116129032258064,0.9813664596273292,0.6311274509803921,0.7535771065182829
38,8,-53.594208,10.098921,-105.42903,7.815002,474,540,276,9,0.7806004618937644,0.632,0.9813664596273292,0.6617647058823529,0.7688564476885645
38,9,-53.613457,10.244815,-106.64253,7.8195753,471,511,305,11,0.7565485362095532,0.6069587628865979,0.9771784232365145,0.6262254901960784,0.7488076311605723
39,0,-53.605316,10.32994,-106.90105,7.7969875,473,516,300,9,0.7619414483821263,0.6119016817593791,0.9813278008298755,0.6323529411764706,0.7537848605577689
39,1,-53.557808,10.200135,-106.619934,7.8303924,478,523,292,5,0.7711864406779662,0.6207792207792208,0.989648033126294,0.6417177914110429,0.7629688747007182
39,2,-53.806976,10.160336,-106.52763,7.9607,473,534,281,10,0.775808936825886,0.6273209549071618,0.979296066252588,0.6552147239263804,0.7647534357316087
39,3,-52.98011,9.991952,-105.79638,7.9826584,472,547,269,11,0.7844495765973826,0.6369770580296896,0.9772256728778468,0.6703431372549019,0.7712418300653594
39,4,-64.12261,9.140961,-73.8955,18.367214,464,608,208,19,0.8252501924557352,0.6904761904761905,0.9606625258799172,0.7450980392156863,0.8034632034632034
39,5,-54.216816,10.137611,-106.285904,7.942692,475,537,279,7,0.7796610169491526,0.629973474801061,0.9854771784232366,0.6580882352941176,0.7686084142394822
39,6,-55.216396,10.113854,-107.572205,7.9032726,476,525,291,6,0.7711864406779662,0.6205997392438071,0.9875518672199171,0.6433823529411765,0.7622097678142514
39,7,-54.632175,10.090754,-106.02992,8.01367,474,519,296,9,0.7650231124807396,0.6155844155844156,0.9813664596273292,0.6368098159509202,0.75658419792498
39,8,-53.88414,10.054453,-105.2854,8.110498,473,538,278,10,0.7782909930715936,0.62982689747004,0.979296066252588,0.6593137254901961,0.766612641815235
39,9,-54.984436,10.1385,-107.34593,7.7141967,474,515,301,9,0.7613548883756736,0.6116129032258064,0.9813664596273292,0.6311274509803921,0.7535771065182829
40,0,-53.970253,10.204416,-106.37556,7.7489977,475,532,284,8,0.775211701308699,0.6258234519104084,0.9834368530020704,0.6519607843137255,0.7648953301127215
40,1,-53.556564,10.193998,-106.09003,8.012616,477,515,301,6,0.7636643571978445,0.6131105398457584,0.9875776397515528,0.6311274509803921,0.7565424266455194
40,2,-54.23344,10.195114,-105.59126,7.986,477,513,303,6,0.7621247113163973,0.6115384615384616,0.9875776397515528,0.6286764705882353,0.7553444180522565
40,3,-54.156563,9.983067,-105.99831,7.8904448,477,532,283,6,0.7773497688751926,0.6276315789473684,0.9875776397515528,0.652760736196319,0.7674979887369267
40,4,-53.76928,10.040028,-105.4334,7.9567003,472,524,292,11,0.766743648960739,0.6178010471204188,0.9772256728778468,0.6421568627450981,0.7570168404170007
40,5,-53.531193,10.244514,-105.52115,7.8200674,474,543,272,9,0.7835130970724191,0.6353887399463807,0.9813664596273292,0.6662576687116565,0.7713588283157038
40,6,-53.65724,10.172361,-106.29964,7.676447,477,504,312,6,0.7551963048498845,0.6045627376425855,0.9875776397515528,0.6176470588235294,0.7499999999999999
40,7,-53.796425,10.149637,-105.55905,7.7576876,474,551,265,8,0.7896764252696457,0.6414073071718539,0.983402489626556,0.6752450980392157,0.7764127764127764
40,8,-52.99088,10.225198,-106.35469,7.8244095,472,545,271,11,0.7829099307159353,0.6352624495289367,0.9772256728778468,0.6678921568627451,0.7699836867862969
40,9,-53.75731,10.219554,-106.40109,8.117019,473,538,278,10,0.7782909930715936,0.62982689747004,0.979296066252588,0.6593137254901961,0.766612641815235
