n_mfcc,round,true_positives,true_negatives,false_positives,false_negatives,accuracy,precision,recall,specificity,f1_score
27,9,473,536,279,10,0.7773497688751926,0.6289893617021277,0.979296066252588,0.6576687116564417,0.7659919028340081
28,1,477,530,285,5,0.7764070932922128,0.6259842519685039,0.9896265560165975,0.6503067484662577,0.7668810289389069
28,2,6,291,525,477,0.22863741339491916,0.011299435028248588,0.012422360248447204,0.35661764705882354,0.011834319526627217
28,3,7,303,512,476,0.23882896764252695,0.01348747591522158,0.014492753623188406,0.3717791411042945,0.013972055888223553
28,4,474,522,294,9,0.766743648960739,0.6171875,0.9813664596273292,0.6397058823529411,0.7577937649880097
28,5,9,279,536,474,0.2218798151001541,0.01651376146788991,0.018633540372670808,0.3423312883435583,0.017509727626459144
28,6,465,587,229,18,0.8098537336412626,0.670028818443804,0.9627329192546584,0.7193627450980392,0.790144435004248
28,7,479,523,293,3,0.7719568567026194,0.6204663212435233,0.9937759336099585,0.6409313725490197,0.7639553429027114
28,8,8,300,515,474,0.23747108712413262,0.015296367112810707,0.016597510373443983,0.36809815950920244,0.01592039800995025
28,9,8,301,514,475,0.23805855161787365,0.01532567049808429,0.016563146997929608,0.3693251533742331,0.015920398009950248
29,1,467,597,219,16,0.8190916089299461,0.6807580174927114,0.9668737060041408,0.7316176470588235,0.798973481608212
29,2,11,283,533,472,0.22632794457274827,0.02022058823529412,0.022774327122153208,0.34681372549019607,0.021421616358325218
29,3,9,270,545,474,0.21494607087827428,0.016245487364620937,0.018633540372670808,0.3312883435582822,0.01735776277724204
29,4,9,315,501,473,0.24961479198767333,0.01764705882352941,0.01867219917012448,0.3860294117647059,0.018145161290322582
29,5,8,292,524,475,0.23094688221709006,0.015037593984962405,0.016563146997929608,0.35784313725490197,0.015763546798029555
29,6,474,508,308,9,0.7559661277906081,0.6061381074168798,0.9813664596273292,0.6225490196078431,0.7494071146245059
29,7,474,535,281,9,0.7767513471901463,0.6278145695364239,0.9813664596273292,0.6556372549019608,0.7657512116316639
29,8,11,263,553,472,0.21093148575827558,0.01950354609929078,0.022774327122153208,0.32230392156862747,0.021012416427889206
29,9,475,543,273,8,0.783679753656659,0.6350267379679144,0.9834368530020704,0.6654411764705882,0.7717303005686434
