n_mfcc,round,true_positives,true_negatives,false_positives,false_negatives,accuracy,precision,recall,specificity,f1_score
25,6,446,775,41,36,0.940677966101695,0.9158110882956879,0.9253112033195021,0.9497549019607843,0.9205366357069144
25,7,448,771,45,34,0.9391371340523883,0.9087221095334685,0.9294605809128631,0.9448529411764706,0.9189743589743591
25,8,457,751,65,25,0.9306625577812019,0.8754789272030651,0.9481327800829875,0.9203431372549019,0.9103585657370518
25,9,454,759,57,28,0.9345146379044684,0.8884540117416829,0.941908713692946,0.9301470588235294,0.9144008056394763
26,0,411,730,86,71,0.8790446841294299,0.8269617706237424,0.8526970954356846,0.8946078431372549,0.839632277834525
26,1,451,756,60,31,0.9298921417565486,0.8825831702544031,0.9356846473029046,0.9264705882352942,0.9083585095669688
26,2,453,760,56,29,0.9345146379044684,0.8899803536345776,0.9398340248962656,0.9313725490196079,0.9142280524722503
26,3,458,760,56,24,0.938366718027735,0.8910505836575876,0.950207468879668,0.9313725490196079,0.9196787148594376
26,4,364,707,109,118,0.825115562403698,0.7695560253699789,0.7551867219917012,0.866421568627451,0.7623036649214661
26,5,407,732,84,75,0.8775038520801233,0.8289205702647657,0.8443983402489627,0.8970588235294118,0.8365878725590954
26,6,447,732,84,35,0.9083204930662557,0.8418079096045198,0.9273858921161826,0.8970588235294118,0.882527147087858
26,7,454,757,59,28,0.9329738058551618,0.884990253411306,0.941908713692946,0.9276960784313726,0.9125628140703517
26,8,432,747,69,50,0.9083204930662557,0.8622754491017964,0.8962655601659751,0.9154411764705882,0.878942014242116
26,9,426,748,68,56,0.9044684129429892,0.8623481781376519,0.8838174273858921,0.9166666666666666,0.8729508196721312
27,0,439,748,68,43,0.9144838212634823,0.8658777120315582,0.9107883817427386,0.9166666666666666,0.8877654196157735
27,1,419,754,62,63,0.9036979969183359,0.8711018711018711,0.8692946058091287,0.9240196078431373,0.8701973001038422
27,2,395,721,95,87,0.8597842835130971,0.8061224489795918,0.8195020746887967,0.883578431372549,0.8127572016460907
27,3,456,774,42,26,0.9476117103235747,0.9156626506024096,0.946058091286307,0.9485294117647058,0.9306122448979591
27,4,327,678,138,155,0.7742681047765794,0.7032258064516129,0.6784232365145229,0.8308823529411765,0.6906019007391764
27,5,456,756,60,26,0.9337442218798151,0.8837209302325582,0.946058091286307,0.9264705882352942,0.9138276553106212
27,6,342,693,123,140,0.7973805855161787,0.7354838709677419,0.7095435684647303,0.8492647058823529,0.7222808870116156
27,7,287,697,119,195,0.7580893682588598,0.7068965517241379,0.5954356846473029,0.8541666666666666,0.6463963963963963
27,8,428,758,58,54,0.9137134052388289,0.8806584362139918,0.8879668049792531,0.928921568627451,0.884297520661157
27,9,388,734,82,94,0.864406779661017,0.825531914893617,0.8049792531120332,0.8995098039215687,0.8151260504201681
28,0,267,669,147,215,0.7211093990755008,0.644927536231884,0.553941908713693,0.8198529411764706,0.5959821428571429
